region	chr	midPos	Nsites
(89181,89720)(16550012,16649849)(16550000,16650000)	chr4	16600000	541	0.100879
(89212,89760)(16561663,16659847)(16560000,16660000)	chr4	16610000	550	0.106548
(89283,89785)(16570283,16668857)(16570000,16670000)	chr4	16620000	504	0.111368
(89367,89801)(16580163,16678165)(16580000,16680000)	chr4	16630000	436	0.126441
(89434,89837)(16590484,16689976)(16590000,16690000)	chr4	16640000	405	0.153418
(89472,89878)(16600278,16699791)(16600000,16700000)	chr4	16650000	408	0.168180
(89504,89892)(16610219,16708692)(16610000,16710000)	chr4	16660000	390	0.164032
(89573,89910)(16620047,16719853)(16620000,16720000)	chr4	16670000	339	0.182477
(89640,89983)(16630046,16729926)(16630000,16730000)	chr4	16680000	345	0.216211
(89672,90082)(16641171,16739957)(16640000,16740000)	chr4	16690000	412	0.220104
(89721,90114)(16650018,16749786)(16650000,16750000)	chr4	16700000	395	0.220648
(89761,90160)(16660283,16759861)(16660000,16760000)	chr4	16710000	401	0.252393
(89786,90247)(16671185,16769990)(16670000,16770000)	chr4	16720000	463	0.238700
(89802,90280)(16683565,16779897)(16680000,16780000)	chr4	16730000	480	0.232492
(89838,90403)(16690344,16789994)(16690000,16790000)	chr4	16740000	567	0.212374
(89879,90555)(16700065,16799873)(16700000,16800000)	chr4	16750000	678	0.184164
(89893,90664)(16710438,16809478)(16710000,16810000)	chr4	16760000	773	0.177191
(89911,90675)(16720069,16815868)(16720000,16820000)	chr4	16770000	766	0.178830
(89984,90701)(16730120,16829578)(16730000,16830000)	chr4	16780000	719	0.173235
(90083,90765)(16740043,16839968)(16740000,16840000)	chr4	16790000	684	0.163068
(90115,90821)(16750135,16849684)(16750000,16850000)	chr4	16800000	708	0.159052
(90161,90841)(16760050,16859723)(16760000,16860000)	chr4	16810000	682	0.138252
(90248,90919)(16771132,16869983)(16770000,16870000)	chr4	16820000	673	0.142634
(90281,91018)(16780319,16878644)(16780000,16880000)	chr4	16830000	739	0.148101
(90404,91124)(16790042,16889854)(16790000,16890000)	chr4	16840000	722	0.138669
(90556,91193)(16800007,16896750)(16800000,16900000)	chr4	16850000	639	0.143242
(90665,91193)(16810091,16896750)(16810000,16910000)	chr4	16860000	530	0.143939
(90676,91221)(16822254,16919528)(16820000,16920000)	chr4	16870000	547	0.131807
(90702,91321)(16830126,16929406)(16830000,16930000)	chr4	16880000	621	0.110654
(90766,91340)(16840074,16939651)(16840000,16940000)	chr4	16890000	576	0.106364
(90822,91344)(16850048,16949374)(16850000,16950000)	chr4	16900000	524	0.106810
(90842,91344)(16860081,16949374)(16860000,16960000)	chr4	16910000	504	0.102380
(90920,91350)(16870146,16969628)(16870000,16970000)	chr4	16920000	432	0.094945
(91019,91515)(16880254,16979995)(16880000,16980000)	chr4	16930000	498	0.073943
(91125,91595)(16890014,16989278)(16890000,16990000)	chr4	16940000	472	0.067226
(91194,91742)(16916858,16999965)(16900000,17000000)	chr4	16950000	550	0.068006
(91194,91844)(16916858,17009969)(16910000,17010000)	chr4	16960000	652	0.073416
(91222,91914)(16920929,17019225)(16920000,17020000)	chr4	16970000	694	0.077840
(91322,91959)(16930623,17029750)(16930000,17030000)	chr4	16980000	639	0.087024
(91341,91977)(16942432,17039803)(16940000,17040000)	chr4	16990000	638	0.090045
(91345,92040)(16968423,17049906)(16950000,17050000)	chr4	17000000	697	0.088532
(91345,92107)(16968423,17059996)(16960000,17060000)	chr4	17010000	764	0.086812
(91351,92197)(16970382,17069930)(16970000,17070000)	chr4	17020000	848	0.086077
(91516,92297)(16980081,17079999)(16980000,17080000)	chr4	17030000	783	0.084578
(91596,92393)(16990192,17088992)(16990000,17090000)	chr4	17040000	799	0.088120
(91743,92423)(17000123,17099978)(17000000,17100000)	chr4	17050000	682	0.098420
(91845,92485)(17010007,17109394)(17010000,17110000)	chr4	17060000	642	0.097649
(91915,92513)(17020028,17119413)(17020000,17120000)	chr4	17070000	600	0.097341
(91960,92557)(17031155,17129929)(17030000,17130000)	chr4	17080000	599	0.093843
(91978,92612)(17040130,17139943)(17040000,17140000)	chr4	17090000	636	0.091451
(92041,92706)(17050391,17149783)(17050000,17150000)	chr4	17100000	667	0.088559
(92108,92779)(17060086,17159851)(17060000,17160000)	chr4	17110000	673	0.088050
(92198,92839)(17070045,17169451)(17070000,17170000)	chr4	17120000	643	0.095631
(92298,92931)(17080003,17179891)(17080000,17180000)	chr4	17130000	635	0.096910
(92394,93064)(17090149,17189929)(17090000,17190000)	chr4	17140000	672	0.101173
(92424,93239)(17100044,17199722)(17100000,17200000)	chr4	17150000	817	0.101612
(92486,93306)(17111082,17209889)(17110000,17210000)	chr4	17160000	822	0.101136
(92514,93367)(17120047,17219980)(17120000,17220000)	chr4	17170000	855	0.102150
(92558,93448)(17130249,17229859)(17130000,17230000)	chr4	17180000	892	0.111234
(92613,93491)(17140183,17232906)(17140000,17240000)	chr4	17190000	880	0.111456
(92707,93657)(17150044,17249978)(17150000,17250000)	chr4	17200000	952	0.117669
(92780,93842)(17162139,17259987)(17160000,17260000)	chr4	17210000	1064	0.112904
(92840,93933)(17170039,17269743)(17170000,17270000)	chr4	17220000	1095	0.109588
(92932,94057)(17180032,17279886)(17180000,17280000)	chr4	17230000	1127	0.114900
(93065,94256)(17190103,17289853)(17190000,17290000)	chr4	17240000	1193	0.106561
(93240,94425)(17200122,17299939)(17200000,17300000)	chr4	17250000	1187	0.096714
(93307,94603)(17210283,17309931)(17210000,17310000)	chr4	17260000	1298	0.092962
(93368,94780)(17220085,17319949)(17220000,17320000)	chr4	17270000	1414	0.091640
(93449,94977)(17230096,17329361)(17230000,17330000)	chr4	17280000	1530	0.082693
(93492,95135)(17240018,17339993)(17240000,17340000)	chr4	17290000	1645	0.080544
(93658,95262)(17250010,17349809)(17250000,17350000)	chr4	17300000	1606	0.073438
(93843,95281)(17260051,17351477)(17260000,17360000)	chr4	17310000	1440	0.073958
(93934,95352)(17270067,17369763)(17270000,17370000)	chr4	17320000	1420	0.071076
(94058,95501)(17280011,17379965)(17280000,17380000)	chr4	17330000	1445	0.061570
(94257,95601)(17290046,17387904)(17290000,17390000)	chr4	17340000	1346	0.059878
(94426,95638)(17300013,17397212)(17300000,17400000)	chr4	17350000	1214	0.059833
(94604,95644)(17310144,17401425)(17310000,17410000)	chr4	17360000	1042	0.058820
(94781,95661)(17320030,17419976)(17320000,17420000)	chr4	17370000	882	0.052846
(94978,95795)(17330499,17429704)(17330000,17430000)	chr4	17380000	819	0.057963
(95136,95869)(17340008,17435378)(17340000,17440000)	chr4	17390000	735	0.066580
(95263,95900)(17350134,17449975)(17350000,17450000)	chr4	17400000	639	0.072416
(95282,96007)(17365830,17459954)(17360000,17460000)	chr4	17410000	727	0.078678
(95353,96110)(17370381,17469987)(17370000,17470000)	chr4	17420000	759	0.081293
(95502,96206)(17380002,17479976)(17380000,17480000)	chr4	17430000	706	0.090981
(95602,96276)(17390064,17489883)(17390000,17490000)	chr4	17440000	676	0.095917
(95639,96340)(17400478,17499995)(17400000,17500000)	chr4	17450000	703	0.092319
(95645,96439)(17418337,17509875)(17410000,17510000)	chr4	17460000	796	0.087400
(95662,96521)(17420231,17519928)(17420000,17520000)	chr4	17470000	861	0.085746
(95796,96610)(17430021,17529674)(17430000,17530000)	chr4	17480000	816	0.083684
(95870,96698)(17448439,17538514)(17440000,17540000)	chr4	17490000	830	0.078820
(95901,96754)(17450080,17549993)(17450000,17550000)	chr4	17500000	855	0.076090
(96008,96873)(17460102,17559743)(17460000,17560000)	chr4	17510000	867	0.069029
(96111,96927)(17470194,17569983)(17470000,17570000)	chr4	17520000	818	0.068999
(96207,96980)(17480043,17579971)(17480000,17580000)	chr4	17530000	775	0.065248
(96277,97005)(17490057,17589944)(17490000,17590000)	chr4	17540000	730	0.064126
(96341,97071)(17500089,17599985)(17500000,17600000)	chr4	17550000	732	0.077314
(96440,97142)(17510018,17609465)(17510000,17610000)	chr4	17560000	704	0.081113
(96522,97203)(17520023,17619825)(17520000,17620000)	chr4	17570000	683	0.082454
(96611,97301)(17530106,17629769)(17530000,17630000)	chr4	17580000	692	0.082283
(96699,97416)(17543238,17639966)(17540000,17640000)	chr4	17590000	719	0.076869
(96755,97560)(17550041,17649939)(17550000,17650000)	chr4	17600000	807	0.069898
(96874,97629)(17560391,17659827)(17560000,17660000)	chr4	17610000	757	0.076155
(96928,97683)(17570041,17669762)(17570000,17670000)	chr4	17620000	757	0.077440
(96981,97732)(17580332,17679724)(17580000,17680000)	chr4	17630000	753	0.078311
(97006,97868)(17590474,17689580)(17590000,17690000)	chr4	17640000	864	0.083871
(97072,98007)(17600026,17699912)(17600000,17700000)	chr4	17650000	937	0.074326
(97143,98051)(17610139,17704006)(17610000,17710000)	chr4	17660000	910	0.079706
(97204,98180)(17620019,17719989)(17620000,17720000)	chr4	17670000	978	0.082988
(97302,98231)(17630167,17729948)(17630000,17730000)	chr4	17680000	931	0.084205
(97417,98328)(17640060,17737754)(17640000,17740000)	chr4	17690000	913	0.087830
(97561,98379)(17650005,17745111)(17650000,17750000)	chr4	17700000	820	0.098045
(97630,98379)(17660025,17745111)(17660000,17760000)	chr4	17710000	751	0.096446
(97684,98379)(17670160,17745111)(17670000,17770000)	chr4	17720000	697	0.095695
(97733,98384)(17680194,17779966)(17680000,17780000)	chr4	17730000	653	0.098171
(97869,98472)(17690247,17789996)(17690000,17790000)	chr4	17740000	605	0.096374
(98008,98575)(17700104,17799989)(17700000,17800000)	chr4	17750000	569	0.097483
(98052,98659)(17712519,17809992)(17710000,17810000)	chr4	17760000	609	0.086231
(98181,98824)(17720022,17819983)(17720000,17820000)	chr4	17770000	645	0.084237
(98232,98986)(17730015,17829898)(17730000,17830000)	chr4	17780000	756	0.084996
(98329,99062)(17740639,17839972)(17740000,17840000)	chr4	17790000	735	0.113803
(98380,99151)(17775433,17849983)(17750000,17850000)	chr4	17800000	773	0.127669
(98380,99239)(17775433,17859780)(17760000,17860000)	chr4	17810000	861	0.137423
(98380,99344)(17775433,17869941)(17770000,17870000)	chr4	17820000	966	0.137337
(98385,99470)(17780017,17879994)(17780000,17880000)	chr4	17830000	1087	0.132017
(98473,99730)(17790017,17889961)(17790000,17890000)	chr4	17840000	1259	0.119756
(98576,99737)(17800082,17892602)(17800000,17900000)	chr4	17850000	1163	0.124314
(98660,99737)(17810008,17892602)(17810000,17910000)	chr4	17860000	1079	0.128928
(98825,99741)(17820018,17917956)(17820000,17920000)	chr4	17870000	918	0.134442
(98987,99741)(17830118,17917956)(17830000,17930000)	chr4	17880000	756	0.144292
(99063,99741)(17840011,17917956)(17840000,17940000)	chr4	17890000	680	0.121454
(99152,99778)(17850450,17947944)(17850000,17950000)	chr4	17900000	628	0.104385
(99240,99857)(17860529,17957330)(17860000,17960000)	chr4	17910000	619	0.083097
(99345,99912)(17870293,17965403)(17870000,17970000)	chr4	17920000	569	0.076351
(99471,99959)(17880016,17979987)(17880000,17980000)	chr4	17930000	490	0.075511
(99731,99980)(17890049,17988207)(17890000,17990000)	chr4	17940000	251	0.093122
(99738,99991)(17917538,17999404)(17900000,18000000)	chr4	17950000	255	0.093232
(99738,100013)(17917538,18007473)(17910000,18010000)	chr4	17960000	277	0.091161
(99742,100038)(17945648,18012077)(17920000,18020000)	chr4	17970000	298	0.085629
(99742,100073)(17945648,18028909)(17930000,18030000)	chr4	17980000	333	0.082594
(99742,100146)(17945648,18039134)(17940000,18040000)	chr4	17990000	406	0.079300
(99779,100233)(17951066,18049465)(17950000,18050000)	chr4	18000000	456	0.074586
(99858,100306)(17962582,18059893)(17960000,18060000)	chr4	18010000	450	0.075187
(99913,100381)(17976147,18069843)(17970000,18070000)	chr4	18020000	470	0.078685
(99960,100489)(17980061,18079785)(17980000,18080000)	chr4	18030000	531	0.070725
(99981,100567)(17991966,18088226)(17990000,18090000)	chr4	18040000	588	0.066496
(99992,100627)(18000570,18099679)(18000000,18100000)	chr4	18050000	637	0.066349
(100014,100627)(18010186,18099679)(18010000,18110000)	chr4	18060000	615	0.066287
(100039,100668)(18022484,18117459)(18020000,18120000)	chr4	18070000	631	0.067404
(100074,100754)(18031694,18129966)(18030000,18130000)	chr4	18080000	682	0.071148
(100147,100844)(18041609,18139760)(18040000,18140000)	chr4	18090000	699	0.076760
(100234,100958)(18050502,18149982)(18050000,18150000)	chr4	18100000	726	0.077234
(100307,101072)(18060058,18159842)(18060000,18160000)	chr4	18110000	767	0.076770
(100382,101137)(18070011,18169736)(18070000,18170000)	chr4	18120000	757	0.070318
(100490,101196)(18080101,18179996)(18080000,18180000)	chr4	18130000	708	0.072825
(100568,101350)(18090223,18189897)(18090000,18190000)	chr4	18140000	784	0.075495
(100628,101521)(18110480,18199954)(18100000,18200000)	chr4	18150000	895	0.077891
(100628,101671)(18110480,18209858)(18110000,18210000)	chr4	18160000	1045	0.075880
(100669,101878)(18121321,18219979)(18120000,18220000)	chr4	18170000	1211	0.076705
(100755,102047)(18130017,18229887)(18130000,18230000)	chr4	18180000	1294	0.071558
(100845,102227)(18140017,18239860)(18140000,18240000)	chr4	18190000	1384	0.068068
(100959,102347)(18150059,18249990)(18150000,18250000)	chr4	18200000	1390	0.067751
(101073,102428)(18160023,18259999)(18160000,18260000)	chr4	18210000	1357	0.066887
(101138,102543)(18170109,18269988)(18170000,18270000)	chr4	18220000	1407	0.081848
(101197,102632)(18180001,18279750)(18180000,18280000)	chr4	18230000	1437	0.094108
(101351,102699)(18190659,18289915)(18190000,18290000)	chr4	18240000	1350	0.100572
(101522,102781)(18200104,18299936)(18200000,18300000)	chr4	18250000	1261	0.103819
(101672,102891)(18210169,18309670)(18210000,18310000)	chr4	18260000	1221	0.109317
(101879,102977)(18220037,18319984)(18220000,18320000)	chr4	18270000	1100	0.116453
(102048,103133)(18230044,18329940)(18230000,18330000)	chr4	18280000	1087	0.122886
(102228,103200)(18240142,18339585)(18240000,18340000)	chr4	18290000	974	0.130091
(102348,103327)(18250116,18349663)(18250000,18350000)	chr4	18300000	981	0.133210
(102429,103496)(18260006,18359990)(18260000,18360000)	chr4	18310000	1069	0.129187
(102544,103608)(18270011,18369518)(18270000,18370000)	chr4	18320000	1066	0.113663
(102633,103765)(18280027,18379927)(18280000,18380000)	chr4	18330000	1134	0.099357
(102700,103918)(18290059,18389971)(18290000,18390000)	chr4	18340000	1220	0.092259
(102782,104003)(18300058,18398855)(18300000,18400000)	chr4	18350000	1223	0.089911
(102892,104053)(18310005,18409956)(18310000,18410000)	chr4	18360000	1163	0.085307
(102978,104221)(18320017,18419998)(18320000,18420000)	chr4	18370000	1245	0.080001
(103134,104398)(18330287,18429981)(18330000,18430000)	chr4	18380000	1266	0.074516
(103201,104591)(18340725,18439997)(18340000,18440000)	chr4	18390000	1392	0.074433
(103328,104757)(18350031,18449976)(18350000,18450000)	chr4	18400000	1431	0.076196
(103497,104887)(18360036,18459960)(18360000,18460000)	chr4	18410000	1392	0.074341
(103609,105073)(18370257,18469934)(18370000,18470000)	chr4	18420000	1466	0.072373
(103766,105134)(18380026,18479992)(18380000,18480000)	chr4	18430000	1370	0.073052
(103919,105177)(18390019,18489816)(18390000,18490000)	chr4	18440000	1260	0.072251
(104004,105296)(18401368,18499856)(18400000,18500000)	chr4	18450000	1294	0.071098
(104054,105347)(18410027,18509889)(18410000,18510000)	chr4	18460000	1295	0.071951
(104222,105408)(18420032,18519413)(18420000,18520000)	chr4	18470000	1188	0.072676
(104399,105527)(18430017,18529839)(18430000,18530000)	chr4	18480000	1130	0.077425
(104592,105646)(18440006,18539934)(18440000,18540000)	chr4	18490000	1056	0.074401
(104758,105688)(18450035,18549846)(18450000,18550000)	chr4	18500000	932	0.067211
(104888,105814)(18460386,18559817)(18460000,18560000)	chr4	18510000	928	0.070443
(105074,105927)(18470115,18569793)(18470000,18570000)	chr4	18520000	855	0.074390
(105135,105997)(18480407,18578833)(18480000,18580000)	chr4	18530000	864	0.068266
(105178,106078)(18490039,18587454)(18490000,18590000)	chr4	18540000	902	0.068256
(105297,106104)(18500177,18595772)(18500000,18600000)	chr4	18550000	809	0.069258
(105348,106104)(18510464,18595772)(18510000,18610000)	chr4	18560000	758	0.070009
(105409,106105)(18520692,18619232)(18520000,18620000)	chr4	18570000	698	0.070180
(105528,106117)(18530163,18627334)(18530000,18630000)	chr4	18580000	591	0.067217
(105647,106142)(18540013,18639645)(18540000,18640000)	chr4	18590000	497	0.075001
(105689,106149)(18550051,18647806)(18550000,18650000)	chr4	18600000	462	0.078132
(105815,106151)(18560026,18657163)(18560000,18660000)	chr4	18610000	338	0.078595
(105928,106153)(18570079,18668459)(18570000,18670000)	chr4	18620000	227	0.072906
(105998,106227)(18580078,18679972)(18580000,18680000)	chr4	18630000	231	0.078144
(106079,106346)(18590020,18689685)(18590000,18690000)	chr4	18640000	269	0.114612
(106105,106364)(18619232,18699716)(18600000,18700000)	chr4	18650000	261	0.131188
(106105,106522)(18619232,18709960)(18610000,18710000)	chr4	18660000	419	0.111708
(106106,106655)(18623400,18719056)(18620000,18720000)	chr4	18670000	551	0.107776
(106118,106728)(18631259,18729904)(18630000,18730000)	chr4	18680000	612	0.101105
(106143,106845)(18640142,18739979)(18640000,18740000)	chr4	18690000	704	0.091398
(106150,106905)(18650214,18749844)(18650000,18750000)	chr4	18700000	757	0.090889
(106152,107036)(18666583,18759629)(18660000,18760000)	chr4	18710000	886	0.091251
(106154,107192)(18670906,18769860)(18670000,18770000)	chr4	18720000	1040	0.089188
(106228,107313)(18680066,18779843)(18680000,18780000)	chr4	18730000	1087	0.087452
(106347,107360)(18690155,18789831)(18690000,18790000)	chr4	18740000	1015	0.078884
(106365,107416)(18700206,18799980)(18700000,18800000)	chr4	18750000	1053	0.073664
(106523,107477)(18710133,18809687)(18710000,18810000)	chr4	18760000	956	0.073479
(106656,107639)(18721320,18819966)(18720000,18820000)	chr4	18770000	985	0.074645
(106729,107701)(18730075,18829540)(18730000,18830000)	chr4	18780000	974	0.081591
(106846,107838)(18740120,18839952)(18740000,18840000)	chr4	18790000	994	0.080593
(106906,107958)(18750047,18849866)(18750000,18850000)	chr4	18800000	1054	0.078758
(107037,107985)(18760064,18859859)(18760000,18860000)	chr4	18810000	950	0.075871
(107193,108121)(18770169,18869961)(18770000,18870000)	chr4	18820000	930	0.082723
(107314,108260)(18780093,18879947)(18780000,18880000)	chr4	18830000	948	0.081429
(107361,108408)(18790185,18889869)(18790000,18890000)	chr4	18840000	1049	0.081318
(107417,108530)(18800416,18899996)(18800000,18900000)	chr4	18850000	1115	0.082512
(107478,108598)(18810053,18909869)(18810000,18910000)	chr4	18860000	1122	0.088468
(107640,108660)(18820067,18919947)(18820000,18920000)	chr4	18870000	1022	0.086243
(107702,108753)(18830765,18929702)(18830000,18930000)	chr4	18880000	1053	0.086540
(107839,108844)(18840099,18939903)(18840000,18940000)	chr4	18890000	1007	0.092985
(107959,108945)(18850011,18949675)(18850000,18950000)	chr4	18900000	988	0.091675
(107986,109020)(18860153,18957497)(18860000,18960000)	chr4	18910000	1036	0.090135
(108122,109093)(18870010,18969999)(18870000,18970000)	chr4	18920000	973	0.085493
(108261,109139)(18880068,18977550)(18880000,18980000)	chr4	18930000	880	0.091418
(108409,109224)(18890382,18989935)(18890000,18990000)	chr4	18940000	817	0.092128
(108531,109330)(18900081,18999979)(18900000,19000000)	chr4	18950000	801	0.090299
(108599,109462)(18910131,19009879)(18910000,19010000)	chr4	18960000	865	0.077818
(108661,109580)(18920010,19019960)(18920000,19020000)	chr4	18970000	921	0.081355
(108754,109661)(18930108,19029975)(18930000,19030000)	chr4	18980000	909	0.080658
(108845,109845)(18940105,19039998)(18940000,19040000)	chr4	18990000	1002	0.077456
(108946,109954)(18950099,19049682)(18950000,19050000)	chr4	19000000	1010	0.079025
(109021,110204)(18960330,19059959)(18960000,19060000)	chr4	19010000	1185	0.082809
(109094,110396)(18970136,19069931)(18970000,19070000)	chr4	19020000	1304	0.079806
(109140,110499)(18980994,19079872)(18980000,19080000)	chr4	19030000	1361	0.084126
(109225,110621)(18990029,19089951)(18990000,19090000)	chr4	19040000	1398	0.084739
(109331,110666)(19000040,19098656)(19000000,19100000)	chr4	19050000	1337	0.086177
(109463,110720)(19010035,19109987)(19010000,19110000)	chr4	19060000	1259	0.093801
(109581,110855)(19020108,19119949)(19020000,19120000)	chr4	19070000	1276	0.093752
(109662,111028)(19030003,19129954)(19030000,19130000)	chr4	19080000	1368	0.088430
(109846,111159)(19040001,19139826)(19040000,19140000)	chr4	19090000	1315	0.090898
(109955,111256)(19050124,19149891)(19050000,19150000)	chr4	19100000	1303	0.091122
(110205,111349)(19060001,19159797)(19060000,19160000)	chr4	19110000	1146	0.087065
(110397,111439)(19070012,19169793)(19070000,19170000)	chr4	19120000	1044	0.090174
(110500,111522)(19080633,19179928)(19080000,19180000)	chr4	19130000	1024	0.088949
(110622,111592)(19090086,19189907)(19090000,19190000)	chr4	19140000	972	0.098469
(110667,111711)(19100195,19199998)(19100000,19200000)	chr4	19150000	1046	0.107092
(110721,111812)(19110108,19209986)(19110000,19210000)	chr4	19160000	1093	0.101512
(110856,111951)(19120056,19219526)(19120000,19220000)	chr4	19170000	1097	0.107519
(111029,112016)(19130621,19229802)(19130000,19230000)	chr4	19180000	989	0.124325
(111160,112116)(19140079,19239970)(19140000,19240000)	chr4	19190000	958	0.141947
(111257,112208)(19150006,19249984)(19150000,19250000)	chr4	19200000	953	0.158954
(111350,112282)(19160092,19259935)(19160000,19260000)	chr4	19210000	934	0.174954
(111440,112366)(19170039,19269881)(19170000,19270000)	chr4	19220000	928	0.178326
(111523,112450)(19180231,19279991)(19180000,19280000)	chr4	19230000	929	0.176064
(111593,112563)(19190115,19289980)(19190000,19290000)	chr4	19240000	972	0.162975
(111712,112734)(19200045,19299995)(19200000,19300000)	chr4	19250000	1024	0.147226
(111813,112876)(19210359,19309562)(19210000,19310000)	chr4	19260000	1065	0.139531
(111952,112906)(19220068,19319355)(19220000,19320000)	chr4	19270000	956	0.136000
(112017,112906)(19230078,19319355)(19230000,19330000)	chr4	19280000	891	0.128428
(112117,112915)(19240158,19339995)(19240000,19340000)	chr4	19290000	800	0.112571
(112209,112949)(19251176,19349830)(19250000,19350000)	chr4	19300000	742	0.093404
(112283,112952)(19260055,19359619)(19260000,19360000)	chr4	19310000	671	0.078345
(112367,112952)(19270286,19359619)(19270000,19370000)	chr4	19320000	587	0.071567
(112451,112956)(19280451,19371154)(19280000,19380000)	chr4	19330000	507	0.062966
(112564,113075)(19290152,19389879)(19290000,19390000)	chr4	19340000	513	0.057283
(112735,113134)(19300153,19399237)(19300000,19400000)	chr4	19350000	401	0.058564
(112877,113160)(19310469,19408738)(19310000,19410000)	chr4	19360000	285	0.062375
(112907,113208)(19330923,19419496)(19320000,19420000)	chr4	19370000	303	0.059913
(112907,113225)(19330923,19426670)(19330000,19430000)	chr4	19380000	320	0.067146
(112916,113328)(19342831,19439950)(19340000,19440000)	chr4	19390000	414	0.099386
(112950,113472)(19350000,19449929)(19350000,19450000)	chr4	19400000	524	0.108765
(112953,113624)(19370912,19459991)(19360000,19460000)	chr4	19410000	673	0.099740
(112953,113717)(19370912,19469986)(19370000,19470000)	chr4	19420000	766	0.094724
(112957,113839)(19381064,19479989)(19380000,19480000)	chr4	19430000	884	0.089631
(113076,114030)(19390055,19489995)(19390000,19490000)	chr4	19440000	956	0.095316
(113135,114218)(19400884,19499958)(19400000,19500000)	chr4	19450000	1085	0.090625
(113161,114384)(19410023,19509778)(19410000,19510000)	chr4	19460000	1225	0.092701
(113209,114444)(19421813,19519779)(19420000,19520000)	chr4	19470000	1237	0.094203
(113226,114611)(19430092,19529999)(19430000,19530000)	chr4	19480000	1387	0.087053
(113329,114749)(19440031,19539953)(19440000,19540000)	chr4	19490000	1422	0.075661
(113473,114856)(19450069,19549847)(19450000,19550000)	chr4	19500000	1385	0.075712
(113625,114941)(19460137,19559701)(19460000,19560000)	chr4	19510000	1318	0.078125
(113718,115018)(19470057,19566886)(19470000,19570000)	chr4	19520000	1302	0.083611
(113840,115044)(19480407,19579925)(19480000,19580000)	chr4	19530000	1206	0.089659
(114031,115049)(19490072,19587091)(19490000,19590000)	chr4	19540000	1020	0.089156
(114219,115056)(19500072,19599943)(19500000,19600000)	chr4	19550000	839	0.094416
(114385,115173)(19510867,19609983)(19510000,19610000)	chr4	19560000	790	0.084420
(114445,115321)(19520204,19619992)(19520000,19620000)	chr4	19570000	878	0.079205
(114612,115346)(19530086,19628632)(19530000,19630000)	chr4	19580000	736	0.086353
(114750,115375)(19540178,19639921)(19540000,19640000)	chr4	19590000	627	0.092157
(114857,115482)(19550003,19649981)(19550000,19650000)	chr4	19600000	627	0.077141
(114942,115654)(19560009,19659873)(19560000,19660000)	chr4	19610000	714	0.090036
(115019,115731)(19571826,19669908)(19570000,19670000)	chr4	19620000	714	0.083803
(115045,115763)(19580024,19677445)(19580000,19680000)	chr4	19630000	720	0.078973
(115050,115791)(19590328,19689914)(19590000,19690000)	chr4	19640000	743	0.078834
(115057,115874)(19600151,19699879)(19600000,19700000)	chr4	19650000	819	0.076792
(115174,115914)(19610525,19709854)(19610000,19710000)	chr4	19660000	742	0.082253
(115322,115937)(19620032,19717481)(19620000,19720000)	chr4	19670000	617	0.088230
(115347,115959)(19637004,19729676)(19630000,19730000)	chr4	19680000	614	0.088799
(115376,116001)(19640363,19739502)(19640000,19740000)	chr4	19690000	627	0.088132
(115483,116030)(19650009,19749907)(19650000,19750000)	chr4	19700000	549	0.093573
(115655,116095)(19660327,19759897)(19660000,19760000)	chr4	19710000	442	0.081413
(115732,116262)(19670019,19769949)(19670000,19770000)	chr4	19720000	532	0.071588
(115764,116395)(19685009,19779966)(19680000,19780000)	chr4	19730000	633	0.069171
(115792,116465)(19690458,19789991)(19690000,19790000)	chr4	19740000	675	0.067112
(115875,116555)(19702889,19799912)(19700000,19800000)	chr4	19750000	682	0.072835
(115915,116662)(19710019,19809997)(19710000,19810000)	chr4	19760000	749	0.073589
(115938,116755)(19720123,19819880)(19720000,19820000)	chr4	19770000	819	0.071325
(115960,116892)(19730268,19829541)(19730000,19830000)	chr4	19780000	934	0.068261
(116002,116988)(19742321,19838879)(19740000,19840000)	chr4	19790000	988	0.068264
(116031,117159)(19750018,19849903)(19750000,19850000)	chr4	19800000	1130	0.068149
(116096,117223)(19760116,19858525)(19760000,19860000)	chr4	19810000	1129	0.063869
(116263,117375)(19770003,19869916)(19770000,19870000)	chr4	19820000	1114	0.066909
(116396,117497)(19780033,19879956)(19780000,19880000)	chr4	19830000	1103	0.068983
(116466,117694)(19790082,19889664)(19790000,19890000)	chr4	19840000	1230	0.070401
(116556,117820)(19800668,19899963)(19800000,19900000)	chr4	19850000	1266	0.069327
(116663,117990)(19810011,19909964)(19810000,19910000)	chr4	19860000	1329	0.068775
(116756,118110)(19820059,19919883)(19820000,19920000)	chr4	19870000	1356	0.071840
(116893,118171)(19831534,19929937)(19830000,19930000)	chr4	19880000	1280	0.073861
(116989,118319)(19840060,19939854)(19840000,19940000)	chr4	19890000	1332	0.075493
(117160,118390)(19850132,19948109)(19850000,19950000)	chr4	19900000	1232	0.076217
(117224,118390)(19861067,19948109)(19860000,19960000)	chr4	19910000	1168	0.077247
(117376,118395)(19870192,19968629)(19870000,19970000)	chr4	19920000	1021	0.078212
(117498,118548)(19880007,19979978)(19880000,19980000)	chr4	19930000	1052	0.073398
(117695,118753)(19890098,19989969)(19890000,19990000)	chr4	19940000	1060	0.069289
(117821,118880)(19900128,19999987)(19900000,20000000)	chr4	19950000	1061	0.064797
(117991,118954)(19910012,20009890)(19910000,20010000)	chr4	19960000	965	0.064285
(118111,119061)(19920225,20019968)(19920000,20020000)	chr4	19970000	952	0.060486
